"","year","datanum","serial","hhwt","region","stateicp","county","urban","gq","pernum","perwt","sex","age","race","raced","bpl","bpld","school","higrade","higraded"
"685236","1940",2,27115861,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",2,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"685245","1940",2,27115877,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"685251","1940",2,27115887,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"685256","1940",2,27115909,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","21","White","White","Pennsylvania","Pennsylvania","Yes, in school",15,"3rd year of college"
"685259","1940",2,27115910,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"685260","1940",2,27115913,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Indiana","Indiana","No, not in school",12,"12th grade"
"685265","1940",2,27115919,1,"East North Central Div.","Ohio",1290,"Urban","Other group quarters",14,1,"Male","18","White","White","West Virginia","West Virginia","No, not in school",7,"7th grade"
"685267","1940",2,27115919,1,"East North Central Div.","Ohio",1290,"Urban","Other group quarters",28,1,"Male","19","White","White","Ohio","Ohio","No, not in school",-2,"None"
"685268","1940",2,27115919,1,"East North Central Div.","Ohio",1290,"Urban","Other group quarters",30,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685275","1940",2,27115943,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"685278","1940",2,27115950,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"685281","1940",2,27115957,1,"East North Central Div.","Ohio",1290,"Urban","Additional households under 1990 definition",2,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"685282","1940",2,27115957,1,"East North Central Div.","Ohio",1290,"Urban","Additional households under 1990 definition",10,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685290","1940",2,27115970,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","18","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"685301","1940",2,27115990,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685316","1940",2,27116017,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685319","1940",2,27116022,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"685321","1940",2,27116023,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685322","1940",2,27116023,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"685323","1940",2,27116023,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"685334","1940",2,27116037,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"685335","1940",2,27116037,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"685338","1940",2,27116041,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"685342","1940",2,27116045,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685344","1940",2,27116047,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",2,1,"Male","19","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"685352","1940",2,27116059,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685355","1940",2,27116068,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",10,"10th grade"
"685356","1940",2,27116069,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685360","1940",2,27116077,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",9,"9th grade"
"685378","1940",2,27116096,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685381","1940",2,27116100,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",2,1,"Male","18","White","White","Ohio","Ohio","No, not in school",11,"11th grade"
"685390","1940",2,27116106,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","20","White","White","Ohio","Ohio","No, not in school",9,"9th grade"
"685393","1940",2,27116107,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685395","1940",2,27116108,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685403","1940",2,27116116,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","17","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"685407","1940",2,27116131,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","19","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685411","1940",2,27116133,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685414","1940",2,27116138,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",8,"8th grade"
"685418","1940",2,27116145,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685423","1940",2,27116149,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",7,"7th grade"
"685426","1940",2,27116150,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"685435","1940",2,27116169,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"685437","1940",2,27116169,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","19","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"685440","1940",2,27116172,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",5,"5th grade"
"685443","1940",2,27116177,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",1,"1st grade"
"685453","1940",2,27116197,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685463","1940",2,27116200,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"685465","1940",2,27116210,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685476","1940",2,27116226,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685481","1940",2,27116228,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","17","White","White","Kentucky","Kentucky","Yes, in school",10,"10th grade"
"685482","1940",2,27116228,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","18","White","White","Kentucky","Kentucky","No, not in school",8,"8th grade"
"685486","1940",2,27116233,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",4,"4th grade"
"685492","1940",2,27116234,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",11,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685493","1940",2,27116238,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",3,"3rd grade"
"685505","1940",2,27116276,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685516","1940",2,27116288,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685518","1940",2,27116289,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",6,1,"Male","17","White","White","Ohio","Ohio","Yes, in school",11,"11th grade"
"685523","1940",2,27116303,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","19","White","White","Ohio","Ohio","No, not in school",10,"10th grade"
"685533","1940",2,27116309,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","19","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685542","1940",2,27116320,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",6,"6th grade"
"685549","1940",2,27116323,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",7,1,"Male","17","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685555","1940",2,27116331,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685556","1940",2,27116332,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","19","White","White","Illinois","Illinois","No, not in school",12,"12th grade"
"685561","1940",2,27116342,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685562","1940",2,27116342,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",9,"9th grade"
"685572","1940",2,27116363,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","20","White","White","Ohio","Ohio","Yes, in school",13,"1st year of college"
"685573","1940",2,27116367,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","Yes, in school",16,"4th year of college"
"685576","1940",2,27116369,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","21","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685578","1940",2,27116369,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","20","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685581","1940",2,27116371,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",3,1,"Male","18","White","White","Ohio","Ohio","Yes, in school",12,"12th grade"
"685586","1940",2,27116375,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",4,1,"Male","18","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
"685600","1940",2,27116396,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",5,1,"Male","18","White","White","Ohio","Ohio","No, not in school",2,"2nd grade"
"685601","1940",2,27116397,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",2,1,"Male","18","White","White","Ohio","Ohio","No, not in school",12,"12th grade"
"685610","1940",2,27116415,1,"East North Central Div.","Ohio",1290,"Urban","Households under 1970 definition",1,1,"Male","21","White","White","Ohio","Ohio","No, not in school",8,"8th grade"
